Epoch,ACC,AUC,AUPR,F1,LOSS,recall_1,recall_5,recall_10,recall_25,recall_50
1,0.52734375,0.5996288644015917,0.5273971611808727,0.6901408450704225,0.6878657977213152,1.0,1.0,1.0,1.0,1.0
2,0.544921875,0.6454507193143557,0.537057808781422,0.6966145833333333,0.684344009438064,1.0,1.0,1.0,1.0,1.0
3,0.5888671875,0.6794421487603307,0.563954894262658,0.7074357192494787,0.6812030677101575,1.0,1.0,1.0,1.0,1.0
4,0.673828125,0.7141720232629323,0.6297202243165785,0.7244224422442244,0.6765532798599452,1.0,1.0,1.0,1.0,1.0
5,0.6455078125,0.7490568564432201,0.6332292691929134,0.6058631921824106,0.6719719288230408,1.0,1.0,1.0,1.0,1.0
6,0.62109375,0.7852196204468932,0.62769798681257,0.5174129353233831,0.6635948849725537,1.0,1.0,1.0,1.0,1.0
7,0.62109375,0.825137741046832,0.6405739420397338,0.4798927613941019,0.6507929134822916,1.0,1.0,1.0,1.0,1.0
8,0.6513671875,0.8685338230792775,0.6763238193336878,0.5233644859813085,0.6299580411578063,1.0,1.0,1.0,1.0,1.0
9,0.67578125,0.9067493112947659,0.7029767397605939,0.5643044619422573,0.6024929243867518,1.0,1.0,1.0,1.0,1.0
10,0.65625,0.9254055708601162,0.6881430697278912,0.5217391304347826,0.5968444028694648,1.0,1.0,1.0,1.0,1.0
11,0.658203125,0.9398607284970921,0.6917337843642611,0.5231607629427792,0.5876442151202355,1.0,1.0,1.0,1.0,1.0
12,0.6669921875,0.9526591674318947,0.6996096957101806,0.5410497981157469,0.5730518891432439,1.0,1.0,1.0,1.0,1.0
13,0.68359375,0.9629208754208755,0.7154381822332654,0.5725593667546175,0.5545163922724896,1.0,1.0,1.0,1.0,1.0
14,0.7021484375,0.9711394245485155,0.732067998906079,0.6074646074646074,0.5348938193928916,1.0,1.0,1.0,1.0,1.0
15,0.71875,0.9756274869911233,0.7469473949219889,0.6372795969773299,0.5201740277552744,1.0,1.0,1.0,1.0,1.0
16,0.7333984375,0.979312059993878,0.7600763286520722,0.6625463535228677,0.5031119802806643,1.0,1.0,1.0,1.0,1.0
17,0.76953125,0.9828397612488522,0.7924612022664004,0.7210401891252954,0.47598026740161004,1.0,1.0,1.0,1.0,1.0
18,0.7783203125,0.9860078053259871,0.8003386335243974,0.7345029239766081,0.462571669886529,1.0,1.0,1.0,1.0,1.0
19,0.7880859375,0.9885330578512397,0.8090913461538461,0.7491329479768786,0.4473835069966299,1.0,1.0,1.0,1.0,1.0
20,0.82421875,0.9899449035812672,0.8414764697795171,0.8004434589800444,0.4137690981651758,1.0,1.0,1.0,1.0,1.0
21,0.8505859375,0.9914103152739517,0.865108927211273,0.8353067814854683,0.3870741263790478,1.0,1.0,1.0,1.0,1.0
22,0.865234375,0.9926997245179063,0.878238090736157,0.853813559322034,0.3689026035240204,1.0,1.0,1.0,1.0,1.0
23,0.8798828125,0.9935759106213653,0.8913672669163794,0.8717413972888426,0.35347582505028186,1.0,1.0,1.0,1.0,1.0
24,0.8896484375,0.9945018365472911,0.9001200574117241,0.8833849329205365,0.3359482472801574,1.0,1.0,1.0,1.0,1.0
25,0.9033203125,0.99537419651056,0.9123739719191539,0.8992878942014242,0.31661245326131393,1.0,1.0,1.0,1.0,1.0
26,0.9169921875,0.9961509029690847,0.9246278947848287,0.9147442326980942,0.29717073982874354,1.0,1.0,1.0,1.0,1.0
27,0.931640625,0.996812825221916,0.9377571062853107,0.9308300395256918,0.2811829612103338,1.0,1.0,1.0,1.0,1.0
28,0.9345703125,0.9973523109886747,0.9403829495614036,0.9339901477832513,0.2754302736784666,1.0,1.0,1.0,1.0,1.0
29,0.9384765625,0.9978497092133456,0.943884074412356,0.9381746810598626,0.2664664211388299,1.0,1.0,1.0,1.0,1.0
30,0.9462890625,0.9982399755127027,0.9508863257186859,0.9464459591041869,0.26053995498591576,1.0,1.0,1.0,1.0,1.0
31,0.951171875,0.99863024181206,0.9552627338339355,0.9515503875968992,0.25071555129625267,1.0,1.0,1.0,1.0,1.0
32,0.9560546875,0.9989516375880011,0.9596391427267308,0.956605593056895,0.2437081493999358,1.0,1.0,1.0,1.0,1.0
33,0.9638671875,0.9990779002142639,0.9666413985148515,0.9645933014354068,0.2303092646031928,1.0,1.0,1.0,1.0,1.0
34,0.9638671875,0.9992079889807163,0.9666413985148515,0.9645933014354068,0.2272987949961589,1.0,1.0,1.0,1.0,1.0
35,0.9658203125,0.9992921640648913,0.9693648726851852,0.9665071770334929,0.22258700504562512,1.0,1.0,1.0,1.0,1.0
36,0.9658203125,0.9994146005509641,0.9693648726851852,0.9665071770334929,0.22382190937787527,1.0,1.0,1.0,1.0,1.0
37,0.966796875,0.9994758187940006,0.970240162037037,0.9674952198852772,0.22090136489805445,1.0,1.0,1.0,1.0,1.0
38,0.9677734375,0.9995293847566575,0.9711154513888889,0.9684813753581661,0.21789915649264913,1.0,1.0,1.0,1.0,1.0
39,0.9677734375,0.9995638200183654,0.9711154513888889,0.9684813753581661,0.21468418809945433,1.0,1.0,1.0,1.0,1.0
40,0.9677734375,0.9996020814202633,0.9711154513888889,0.9684813753581661,0.21146487997202712,1.0,1.0,1.0,1.0,1.0
41,0.9658203125,0.9996288644015916,0.9693648726851852,0.9665071770334929,0.21176287615980982,1.0,1.0,1.0,1.0,1.0
42,0.9697265625,0.9996709519436792,0.9728660300925925,0.9704480457578646,0.2070383791178756,1.0,1.0,1.0,1.0,1.0
43,0.9716796875,0.9996939087848178,0.9746166087962963,0.972407231208373,0.2086776624241793,1.0,1.0,1.0,1.0,1.0
44,0.974609375,0.9997092133455769,0.9772424768518518,0.9753320683111955,0.2012860893994457,1.0,1.0,1.0,1.0,1.0
45,0.974609375,0.9997053872053872,0.9772424768518518,0.9753320683111955,0.20011993061575595,1.0,1.0,1.0,1.0,1.0
46,0.974609375,0.9997245179063361,0.9772424768518518,0.9753320683111955,0.2001396337911956,1.0,1.0,1.0,1.0,1.0
47,0.974609375,0.9997359963269055,0.9772424768518518,0.9753320683111955,0.19957099219141128,1.0,1.0,1.0,1.0,1.0
48,0.9755859375,0.9997474747474748,0.9781177662037037,0.976303317535545,0.19377443074085932,1.0,1.0,1.0,1.0,1.0
49,0.974609375,0.9997551270278543,0.9772424768518518,0.9753320683111955,0.1938265138198858,1.0,1.0,1.0,1.0,1.0
50,0.9755859375,0.9997742577288031,0.9781177662037037,0.976303317535545,0.19242410484048378,1.0,1.0,1.0,1.0,1.0
51,0.9775390625,0.9997704315886133,0.9798683449074074,0.9782403027436141,0.18507963438628394,1.0,1.0,1.0,1.0,1.0
52,0.9765625,0.9997857361493725,0.9789930555555556,0.9772727272727273,0.18369365313867547,1.0,1.0,1.0,1.0,1.0
53,0.9765625,0.9998048668503214,0.9789930555555556,0.9772727272727273,0.18343460291532665,1.0,1.0,1.0,1.0,1.0
54,0.9775390625,0.9998163452708908,0.9798683449074074,0.9782403027436141,0.17724358529221718,1.0,1.0,1.0,1.0,1.0
55,0.9765625,0.9998086929905112,0.9789930555555556,0.9772727272727273,0.1870578737600681,1.0,1.0,1.0,1.0,1.0
56,0.978515625,0.9998239975512703,0.9807436342592593,0.9792060491493384,0.18043575604770012,1.0,1.0,1.0,1.0,1.0
57,0.9794921875,0.9998086929905111,0.9816189236111111,0.9801699716713881,0.17863770185465455,1.0,1.0,1.0,1.0,1.0
58,0.978515625,0.999812519130701,0.9807436342592593,0.9792060491493384,0.1817476962424962,1.0,1.0,1.0,1.0,1.0
59,0.978515625,0.9998201714110806,0.9807436342592593,0.9792060491493384,0.17924414338460792,1.0,1.0,1.0,1.0,1.0
60,0.9775390625,0.9998239975512704,0.9798683449074074,0.9782403027436141,0.17853456975933568,1.0,1.0,1.0,1.0,1.0
61,0.978515625,0.9998201714110806,0.9807436342592593,0.9792060491493384,0.1795268498680116,1.0,1.0,1.0,1.0,1.0
