Epoch,ACC,AUC,Precision,Recall,AUPR,F1,LOSS
1,0.9468859649122807,0.9867470596722068,0.9570287969857361,0.9357894736842105,0.9276827373898099,0.946289972058367,0.1473103861956323
2,0.9647587719298245,0.9933797389581409,0.964249726177437,0.9653070175438596,0.9481435185718952,0.9647780821917807,0.10475964447465294
3,0.9650219298245614,0.9959734581794397,0.9869115958668198,0.9425438596491228,0.9589355348762261,0.9642176107683679,0.09726950250741905
4,0.9732236842105263,0.9969447705063095,0.9866492264670065,0.9594298245614035,0.9669057819721827,0.9728491694647661,0.08011244130615204
5,0.9786622807017544,0.9972820175438595,0.9814708607226365,0.9757456140350877,0.9697930806358112,0.9785998636373635,0.0676388977123261
6,0.9785087719298246,0.9976757367651585,0.9874888293118856,0.9692982456140351,0.9725220670084506,0.9783089862771137,0.06588925721006378
7,0.9823026315789474,0.9981387321098799,0.9862910715075399,0.9782017543859649,0.9756907792909063,0.982229757998811,0.0550887053802108
8,0.9822368421052632,0.9985472472299168,0.992078410311493,0.9722368421052632,0.978416759709424,0.9820574162679426,0.057437764475872156
9,0.9873026315789474,0.9988175092336102,0.9895140326915451,0.9850438596491228,0.9821927921148865,0.9872738861902982,0.04236252826163413
10,0.9842324561403509,0.9985439577562327,0.9792091670645428,0.9894736842105263,0.9741648600428107,0.9843146665503174,0.04873294858898398
11,0.9852850877192982,0.9987092018698063,0.9807516836845536,0.99,0.975944166847708,0.9853541416566627,0.04535694357798906
12,0.9875,0.9989162049861494,0.9909018637929512,0.9840350877192983,0.9830646585990638,0.9874565380044893,0.04000871971664948
13,0.9866447368421053,0.9991449205524776,0.9953569355774812,0.9778508771929825,0.9843852139780678,0.986526250580765,0.04293539049097474
14,0.988421052631579,0.9991272189519853,0.9885067555711529,0.9883333333333333,0.9828075100894894,0.9884200368453373,0.03644078163594506
15,0.9907675438596492,0.9993773007079102,0.9919542756649813,0.989561403508772,0.9868189634891802,0.990756394774399,0.029603537936603523
16,0.9882456140350877,0.99942446137273,0.9968312059269838,0.9796052631578948,0.9866984642271572,0.9881431668362607,0.03703531583638866
17,0.9924342105263158,0.9995033596875961,0.9931479773356173,0.9917105263157895,0.9890600401550721,0.9924287313187174,0.026097944786944712
18,0.9927850877192983,0.9996364054324407,0.9950649922890504,0.9904824561403509,0.9903531895115626,0.9927684360918783,0.02295344824597889
19,0.9898026315789473,0.9996390783702678,0.982668453127026,0.9971929824561403,0.9813135943112308,0.9898774408428935,0.031172500771014407
20,0.9942324561403508,0.9996625153893506,0.9947315274180094,0.9937280701754386,0.9916286059960455,0.9942295456041425,0.019595596181190972
21,0.9940131578947369,0.9996533029393658,0.9956435643564356,0.9923684210526316,0.9918610213652944,0.994003294892916,0.021171475478525582
22,0.9974561403508772,0.9998617420744845,0.9971944590566368,0.997719298245614,0.9960605067815954,0.9974568096115057,0.011970198077840012
23,0.9981798245614035,0.9999094307863958,0.997983252224999,0.9983771929824561,0.9971751215086688,0.9981801837356662,0.008856948744487773
24,0.9981578947368421,0.9999078177900892,0.9992088607594937,0.9971052631578947,0.9977637824783477,0.9981559536354058,0.00943252895559948
25,0.9986184210526315,0.999935246421976,0.9990780982483867,0.9981578947368421,0.9981587438568765,0.9986177845060226,0.007777734464991801
26,0.9982017543859649,0.9999280432440751,0.9979396808697177,0.9984649122807018,0.9971752997806633,0.9982022274839955,0.0075985531387324735
27,0.9990789473684211,0.9999666166512774,0.9987289621318373,0.9994298245614035,0.9984445991271129,0.9990792704314274,0.005412000485804655
28,0.9992982456140351,0.9999736553554941,0.9997366110623354,0.998859649122807,0.999166735979545,0.9992979376919702,0.005212079244545812
29,0.9995175438596491,0.9999766524315175,0.9996928746928747,0.9993421052631579,0.9993641293805767,0.9995174592033689,0.004296470364387731
30,0.9995833333333334,0.9999870979532164,0.9997806151551051,0.9993859649122807,0.9994737323212379,0.999583251080257,0.004158045279274168
31,0.9994517543859649,0.9999922360726378,0.999473661125488,0.9994298245614035,0.9991888735116884,0.9994517423627711,0.003562191773990778
32,0.9996929824561404,0.9999909337488458,0.9998245152233044,0.999561403508772,0.9996052939446978,0.999692942053779,0.003517386334018451
33,0.999671052631579,0.9999908414127424,0.9996929689898679,0.9996491228070176,0.9995176381235558,0.9996710454176626,0.003400178300673775
34,0.9994956140350877,0.9999927458448753,0.9998683228723171,0.9991228070175439,0.9994298418873413,0.9994954259263322,0.003941849746568774
35,0.9997368421052631,0.9999921572022162,0.9998245306194069,0.9996491228070176,0.9996491535911194,0.9997368190192122,0.0032645347478198043
36,0.9997368421052631,0.9999948157125269,0.9997368421052631,0.9997368421052631,0.9996053324099723,0.9997368421052631,0.002895101378043795
37,0.9997587719298245,0.9999949888427208,0.9997368536467699,0.9997807017543859,0.9996272622314966,0.9997587772197979,0.0029288032123095994
38,0.9998464912280701,0.9999968028624192,0.9998245690978466,0.9998684210526316,0.9997588027071758,0.9998464945944168,0.002557772486843373
39,0.9998464912280701,0.999996493151739,0.9997368998026749,0.9999561403508772,0.9997149815175959,0.999846508058327,0.002864563443390101
40,0.9999122807017544,0.9999984437519237,0.9998684325936321,0.9999561403508772,0.999846508539571,0.9999122845489232,0.0023015782185023437
41,0.999890350877193,0.9999984918436442,0.9998245844844976,0.9999561403508772,0.9998026623535992,0.9998903580904765,0.0023171198625079755
42,0.9998684210526316,0.9999989150507849,0.9997807402210138,0.9999561403508772,0.9997588200131095,0.9998684325936322,0.002361481743185626
43,0.9999561403508772,0.9999993170975684,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.002174441074677273
44,0.9999342105263158,0.9999994729147429,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.002246738751554196
45,0.9999561403508772,0.9999995363958142,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.0021843168538461005
46,0.9999342105263158,0.9999997210680209,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0021050543484881544
47,0.9999342105263158,0.9999998461064943,0.9999122845489233,0.9999561403508772,0.9998903585715309,0.9999342119690359,0.0021778078504691
48,0.9999561403508772,0.9999999288242535,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.0019964930214286013
49,0.9999342105263158,0.9999999442136042,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.002020466130953425
50,0.9999342105263158,0.9999999384425977,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0020860054793924894
51,0.9999342105263158,0.9999999269005848,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0020909067134300386
52,0.9999561403508772,0.999999946137273,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.0020173378939752616
53,0.9999342105263158,0.999999957679286,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0019246660024662943
54,0.9999342105263158,0.9999999557556172,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0019547431710076092
55,0.9999342105263158,0.9999999538319483,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.002014966893398914
56,0.9999342105263158,0.9999999538319483,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.002044698265649219
57,0.9999561403508772,0.9999999615266236,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.002036259641139176
58,0.9999342105263158,0.9999999672976301,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0019779822174556707
59,0.9999342105263158,0.9999999730686364,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0019345098325580343
60,0.9999561403508772,0.9999999711449676,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.0019255638870833392
61,0.9999342105263158,0.9999999769159742,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0019277882495902176
62,0.9999561403508772,0.9999999807633118,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.0019574975664344444
63,0.9999561403508772,0.9999999711449677,0.9999561403508772,0.9999561403508772,0.9999342124499846,0.9999561403508772,0.001898362576476964
64,0.9999780701754386,0.9999999769159742,0.9999561422744616,1.0,0.9999561422744616,0.9999780706563453,0.0018926259396462946
65,0.9999780701754386,0.9999999749923054,0.9999561422744616,1.0,0.9999561422744616,0.9999780706563453,0.0019333498078381046
66,0.9999342105263158,0.9999999807633119,0.9999561384271239,0.9999122807017544,0.9999122826255076,0.9999342090835325,0.0019115748644649181
67,0.9999780701754386,0.9999999769159742,0.9999561422744616,1.0,0.9999561422744616,0.9999780706563453,0.00198826666045454
