ACC,AUC,Precision,Recall,AUPR,F1,LOSS
0.5334333733493397,0.5549009639870355,0.5684443352174982,0.27767106842737094,0.5190050116876439,0.37309460440358094,0.6911022369314929
0.5887154861944778,0.6241273243991474,0.6177501593371574,0.4654261704681873,0.554804005732312,0.5308777214843214,0.6849817620462874
0.619327731092437,0.688175378194495,0.6966759002770083,0.4226890756302521,0.5831327544868363,0.5261506276150628,0.679893107155935
0.6425570228091236,0.7412976715295961,0.7734285056412618,0.40324129651860746,0.6102576651199279,0.5301033693679477,0.674335328977005
0.6649459783913565,0.7824714759853522,0.8384236453201971,0.40864345738295316,0.6382946084837876,0.5494753833736884,0.6661254163818056
0.6445378151260505,0.8210882648377478,0.9157458563535912,0.3183673469387755,0.6323599052880821,0.4724746125066809,0.6580913780330896
0.6858943577430973,0.844918409140367,0.9184004323155904,0.4080432172869148,0.6707254585162895,0.5650403125259746,0.6404951254887526
0.6921368547418968,0.8627785640066351,0.9395770392749244,0.4106842737094838,0.6805273771139876,0.5715479074429872,0.6228254120246846
0.695858343337335,0.8774637946415059,0.9510644180259884,0.4129651860744298,0.6862739013216567,0.5758767891520884,0.6034764159324334
0.7069627851140456,0.8904413602175564,0.957051961823966,0.43337334933973587,0.6980741395179493,0.5965956040323913,0.581924157678446
0.7341536614645858,0.9033390138768591,0.957112725568315,0.4902761104441777,0.7241114491261702,0.648408351194729,0.5507184371085545
0.7412364945978391,0.9138979217137034,0.9659169951309993,0.5001200480192077,0.7330144299778804,0.6590208020248359,0.5325487386814004
0.7400960384153662,0.9228771604680287,0.973260766682442,0.49375750300120047,0.7336760544255563,0.6551449506212169,0.5205928310217145
0.7468787515006002,0.9300345372242533,0.9757113115891742,0.5063625450180071,0.7408823904301485,0.6667193550936537,0.505559796816355
0.7552220888355342,0.9366763776338868,0.9790446146913024,0.521608643457383,0.749873811624695,0.680607769423559,0.4934548481763872
0.7596638655462185,0.9415233632468595,0.981951871657754,0.5290516206482593,0.7549774187749967,0.6876267748478702,0.48051393404614184
0.7692076830732293,0.9461240702763698,0.9827771797631862,0.5480192076830732,0.76457116754129,0.7036608863198458,0.46811265511970573
0.7773109243697479,0.9501620720316938,0.9822546972860126,0.5648259303721489,0.772389958070911,0.7172256097560976,0.4559405773685586
0.7770108043217286,0.9530874967033631,0.9856872237423701,0.5621848739495798,0.7730460106585257,0.7160003057870193,0.4544343721459825
0.7921368547418968,0.9560308997548599,0.9848575413428969,0.5933973589435775,0.7877131844967514,0.7405798187130122,0.4343420701460521
