ACC,AUC,Precision,Recall,AUPR,F1,LOSS
0.630328947368421,0.7114462065250846,0.7281381957773513,0.41596491228070176,0.5948974845944035,0.5294626657362178,0.6721856383214656
0.696688596491228,0.8282854118574945,0.9069788547055087,0.43833333333333335,0.6783923979792479,0.5910287116709542,0.6279362174610019
0.7303508771929824,0.885196584526008,0.9636299435028248,0.4787719298245614,0.7219730027752997,0.6397093295827473,0.5621614970807691
0.7378728070175439,0.9230591431979072,0.9849771975319682,0.4831140350877193,0.7342992908252031,0.6482653091251508,0.5152255934543715
0.7697587719298246,0.9451617305324715,0.9860902552754287,0.5472368421052631,0.7660064962750668,0.7038614503709135,0.4638099913042357
0.7911622807017544,0.9565037944367498,0.9875872199779655,0.5897368421052631,0.7875481473606897,0.7384868872717286,0.4332787857212105
0.8100657894736842,0.9649592143736534,0.9887990043559427,0.6272368421052632,0.8065927439164183,0.7675710490298688,0.40596643670025256
0.8224342105263158,0.9704903864650662,0.9895451821269228,0.6517543859649123,0.8190632195792138,0.7858899436761246,0.39030883769100594
0.847719298245614,0.9751707727377655,0.9892015302974208,0.7031140350877193,0.8439644619385067,0.8219761062400657,0.3562790587242808
0.8560745614035088,0.9783671927900893,0.990099607606399,0.7193421052631579,0.8525492835242346,0.8332782928997841,0.34476324072765063
0.8836622807017543,0.9809685518621115,0.988277979346916,0.7765350877192982,0.8791649835235591,0.8697040402799951,0.3012723120547583
0.8921710526315789,0.9828660809095107,0.9876206576866445,0.7942982456140351,0.8873162329256636,0.8804725672752023,0.2864739823277086
0.8908552631578948,0.984330184287473,0.9897774113767519,0.7898684210526316,0.8868597105914002,0.878594950603732,0.29311266285392584
0.9151315789473684,0.9856938115574024,0.987183446571958,0.8411842105263158,0.909811022886122,0.9083546462063086,0.24901088397963464
0.9113157894736842,0.9868502943213296,0.9891508449822658,0.8317543859649122,0.9068533607124425,0.9036500524158962,0.2527970320586597
0.9212938596491228,0.9879055093875038,0.9889041583956838,0.8521491228070175,0.9166192497135851,0.9154474992343393,0.23586922965672688
0.9239035087719298,0.9888429622576176,0.9896149949341438,0.8567982456140351,0.9195012686858991,0.9184297132110955,0.2258097204676622
0.9340570175438596,0.9896160972606957,0.9887401847004791,0.8781140350877193,0.929169615696855,0.9301493646774607,0.20560429503896893
0.9373026315789473,0.9904573868882732,0.9895899828136508,0.8839035087719298,0.9327503036685748,0.9337657824626434,0.20015972037379948
0.9382675438596492,0.9910834699138197,0.9897084048027445,0.8857456140350877,0.9337570717101502,0.9348455039925935,0.1953752601210088
0.9415131578947369,0.9918521400815635,0.9906897392152084,0.8914035087719299,0.93740255525482,0.9384277963753896,0.1882753384301593
0.947828947368421,0.9923518322945524,0.9903001200480193,0.9045175438596491,0.9434850603399255,0.9454670487106017,0.17199973153532228
0.9435087719298245,0.9928411636272699,0.9920681265206812,0.8941666666666667,0.9399909164639091,0.9405767012687428,0.178216851233952
0.9515789473684211,0.9933954110880271,0.9907063197026023,0.9117105263157895,0.9473821170025436,0.949568315746197,0.15779528045477684
0.9563815789473684,0.9938823060941828,0.9906171908152199,0.9214912280701755,0.9520994376766566,0.9548046990388329,0.1452952634685253
0.9555263157894737,0.994398317751616,0.9917147997348736,0.9187280701754386,0.9517521890371227,0.9538272391967578,0.14408269668663515
0.9599342105263158,0.9948448820791014,0.9912399868834029,0.9280701754385965,0.9559051808093335,0.9586155344644031,0.13138943494950614
0.9611184210526316,0.9951970413973529,0.9920898666042594,0.9296491228070175,0.957470912830872,0.9598550888712782,0.12720980521785238
0.955,0.9955541897506923,0.9946123772289501,0.9149561403508772,0.9525486316391724,0.9531228583177229,0.14154322664207206
0.9673684210526315,0.995891039550631,0.9913316119513095,0.9429824561403509,0.9633170902172437,0.9665527782772882,0.10869362388169465
0.9579824561403508,0.9961011032240689,0.9950692205575574,0.9205263157894736,0.9557242456606146,0.9563473981591178,0.12813413009710004
