Epoch,ACC,AUC,AUPR,F1,LOSS,recall_1,recall_5,recall_10,recall_25,recall_50
1,0.53125,0.5593832020997375,0.5614855560405142,0.4618834080717489,0.6899136143620126,0.9822834645669292,0.9822834645669292,0.9822834645669292,0.9822834645669292,0.9763779527559056
2,0.5703125,0.606646371238479,0.5899376985373411,0.5887850467289719,0.6867859191261232,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
3,0.5576171875,0.6601088018067509,0.6339846865508557,0.6719768283852281,0.6829615609603934,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
4,0.53125,0.7093442898126107,0.6942982967608147,0.6689655172413793,0.680212281702552,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
5,0.5341796875,0.7558406579991455,0.754575504847812,0.6787878787878787,0.6787317590788007,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
6,0.53515625,0.792185497161692,0.7902603237832452,0.6809651474530831,0.6765026268549263,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
7,0.5302734375,0.8376632790087285,0.8305448446995214,0.678690714762859,0.6769411598797888,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
8,0.51953125,0.887444302020387,0.8781825349106724,0.6737400530503979,0.6804330467712134,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
9,0.515625,0.9235297259354209,0.9154435586879524,0.671957671957672,0.67853934734012,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
10,0.5244140625,0.9524049319416469,0.9455707033506705,0.675981370592149,0.6751006122067338,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
11,0.537109375,0.9728129005676616,0.9663241692571525,0.6818791946308724,0.6551171120954677,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
12,0.5615234375,0.9851828114508943,0.979816006189369,0.6935153583617747,0.6265114034031285,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
13,0.6142578125,0.9915079655740707,0.9882969800377459,0.7200566973777462,0.5698241502104793,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
14,0.703125,0.9948841787218458,0.9933951172463371,0.7696969696969697,0.4915798004367389,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
15,0.8076171875,0.9970052798632729,0.9964835266548461,0.8375927452596867,0.39325555857431027,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
16,0.845703125,0.9979437526704511,0.9976458833328805,0.8654173764906304,0.351482211612165,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
17,0.8935546875,0.9986991088323263,0.9985408231754058,0.9031111111111111,0.3040595638231025,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
18,0.9326171875,0.9991874198864676,0.9991215582962865,0.936405529953917,0.25730355517589487,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
19,0.9619140625,0.9994239455533175,0.999382396177734,0.9630331753554503,0.21372386648226893,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
20,0.9716796875,0.9996528413599464,0.9996365020657094,0.9722488038277511,0.19101574705655366,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
21,0.9755859375,0.9997482146127084,0.9997388125009837,0.9759846301633045,0.17495481964760984,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
22,0.984375,0.9998283281450283,0.9998236001541461,0.9844961240310077,0.15708564777241918,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
23,0.9873046875,0.9998931819569066,0.999890427752947,0.9873663751214772,0.1411766967735275,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
24,0.990234375,0.9999160715375695,0.999914107643778,0.9902534113060429,0.1316585930835572,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
25,0.9931640625,0.9999465909784533,0.9999456781457194,0.9931573802541545,0.12154941849439638,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
26,0.9931640625,0.9999618506988952,0.9999613479063715,0.9931573802541545,0.11738504807772188,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
27,0.99609375,0.9999771104193371,0.999976825785119,0.996078431372549,0.10325866529365157,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
28,0.99609375,0.9999847402795581,0.9999845455871812,0.996078431372549,0.09954102138590315,0.9960629921259843,0.9960629921259843,0.9960629921259843,0.9960629921259843,0.9960629921259843
29,0.99609375,0.999992370139779,0.9999922803767176,0.996078431372549,0.09703405784512142,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
30,0.99609375,0.999992370139779,0.9999922803767176,0.996078431372549,0.09252864102199965,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
31,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08840817441523541,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
32,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08877236297894342,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
33,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08491935797155747,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
34,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08606546402688764,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
35,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08415238345014586,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
36,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08489921496948227,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
37,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.08382069717981722,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
38,0.9970703125,0.999992370139779,0.9999922803767176,0.9970559371933267,0.0844333486306823,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
39,0.998046875,0.999992370139779,0.9999922803767176,0.9980353634577603,0.08185352665259416,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
40,0.998046875,0.999992370139779,0.9999922803767176,0.9980353634577603,0.07832769196829759,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921,0.9980314960629921
